Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_4680_brier,0_4680_san,4680_9361_brier,4680_9361_san,9361_14042_brier,9361_14042_san,acc,brier,san
meta-llama/Llama-2-7b-hf,Llama-2,7.0,2.0,84.0,0.437960964,0.530716724,0.777434774,0.740331492,0.389802028,0.144806672,0.754881273,0.12804878,meta,202307.0,0.458624128,rllab,,,,0.41255214877962776,0.9953072269523279,0.41943299154193026,0.9942625563053253,0.5153583516076935,0.9948606629215193,0.45862412761714855,0.4491171010947219,0.9948101133270075
meta-llama/Llama-2-13b-hf,Llama-2,13.0,2.0,156.0,0.543378428,0.58105802,0.809699263,0.766377269,0.34172403,0.228203184,0.786798487,0.182926829,meta,202307.0,0.5491382994,bdsrc,,,,0.3429891567750806,0.9899703633306973,0.34273523802324224,0.9894894789324054,0.4473020080686666,0.9891502101858621,0.5491382993875517,0.37767793780541403,0.9895366532652211
meta-llama/Llama-2-70b-hf,Llama-2,70.0,2.0,840.0,0.698320892,0.673208191,0.873332006,0.837411208,0.449234937,0.540561031,0.824453228,0.298780488,meta,202307.0,,,,,,,,,,,,,,
huggyllama/llama-7b,Llama,6.7,1.0,40.2,0.356933064,0.509385666,0.778131846,0.714285714,0.343279329,0.080363912,0.693204495,0.12804878,meta,202302.0,0.34952286,rllab,,,,0.5219843343844497,0.9897908258965593,0.5206879633369143,0.9885402000361277,0.5632127980033121,0.9884048730308825,0.3495228599914542,0.5352959798285735,0.9889119037332688
huggyllama/llama-13b,Llama,13.0,1.0,78.0,0.476105883,0.561433447,0.809201354,0.762430939,0.394788826,0.075815011,0.730361681,0.158536585,meta,202302.0,,,,,,0.4014484077533327,0.9902754034852296,0.42084149553356404,0.9894736659030654,0.5017001177167449,0.989568682773143,0.468807862127902,0.4413328471663793,0.989772548245564
huggyllama/llama-30b,Llama,32.5,1.4,273.0,0.584466128,0.614334471,0.847341167,0.800315706,0.42273876,0.148597422,0.771147904,0.207317073,meta,202302.0,,,,,,0.30784816074724003,0.9925696460157531,0.3237195370015996,0.9914740634979078,0.4467917772445918,0.9915598473182448,0.5820395954992167,0.35945683337726086,0.9918678022991149
huggyllama/llama-65b,Llama,65.2,1.4,547.68,0.639306418,0.634812287,0.860884286,0.825572218,0.434287607,0.372251706,0.776834807,0.231707317,meta,202302.0,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3-70B,Llama-3,70.0,15.0,6300.0,0.792329339,,0.87980482,0.853196527,0.455623682,0.768764215,0.844706094,0.524390244,meta,202404.0,,,,,,,,,,,,,,
meta-llama/Meta-Llama-3-8B,Llama-3,8.0,15.0,720.0,0.664949549,,0.820155348,0.771112865,0.439522651,0.453373768,0.801151665,0.384146341,meta,202404.0,0.651687794,rllab,,,,,,,,,,,,
Qwen/Qwen1.5-72B,Qwen1.5,72.0,3.0,1296.0,0.772014583,0.658703072,0.859888468,0.830307814,0.596080564,0.657316149,0.825768095,0.451219512,alibaba,202402.0,,,,,,,,,,,,,,
Qwen/Qwen1.5-32B,Qwen1.5,32.0,4.0,768.0,0.742996128,0.635665529,0.850029875,0.814522494,0.573944434,0.611068992,0.791176059,0.420731707,alibaba,202402.0,,,,,,0.1824913222002894,0.996682889088718,0.18705797031295157,0.9970163804556097,0.2849146111702443,0.9960342031959669,0.734297108673978,0.2181571743213346,0.9965778167645789
Qwen/Qwen1.5-14B,Qwen1.5,14.0,4.0,336.0,0.693602647,0.565699659,0.810794662,0.73480663,0.520609239,0.676269901,0.777502468,0.396341463,alibaba,202402.0,,,,,,0.2153939819668809,0.9977646379457146,0.23957206337618756,0.9978336709271727,0.35130389433073483,0.9973266882838993,0.679532830081185,0.2687604467761798,0.9976416569614752
Qwen/Qwen1.5-7B,Qwen1.5,7.0,4.0,168.0,0.619700217,0.541808874,0.785102569,0.712707182,0.51082277,0.53525398,0.752361398,0.347560976,alibaba,202402.0,0.604828372,rllab,,,,0.2866596154992515,0.9977799608832235,0.29091828735879427,0.9977082665836194,0.39603165811417634,0.9974533346160916,0.6048283720267769,0.32453921772507394,0.9976471779055188
Qwen/Qwen1.5-4B,Qwen1.5,4.0,2.4,57.6,0.565235196,0.484641638,0.715793667,0.662194159,0.472731898,0.522365428,0.688785439,0.262195122,alibaba,202402.0,0.5526278308,rllab,,,,0.3269991705813169,0.9974543432856833,0.33361091965331124,0.9977503229698521,0.45057311293786345,0.9972113264548108,0.5526278307933343,0.3703974914456494,0.997471998827361
Qwen/Qwen1.5-1.8B,Qwen1.5,1.8,2.4,25.92,0.467083853,0.37883959,0.614220275,0.602999211,0.394278142,0.3358605,0.643824663,0.182926829,alibaba,202402.0,0.4600484262,rllab,,,,0.4113560629942794,0.9966942454854306,0.41485428201284397,0.9967672399363415,0.49748959402912,0.9964070749257756,0.4600484261501211,0.44123544071825094,0.9966228483650071
Qwen/Qwen1.5-0.5B,Qwen1.5,0.5,2.4,7.2,0.393533408,0.314846416,0.490539733,0.572217837,0.382992684,0.163002274,0.575621493,0.115853659,alibaba,202402.0,0.3886198547,rllab,,,,0.48005198003462335,0.9953844137902267,0.48300641651585374,0.9958092611353201,0.5291330061755168,0.9951123049055045,0.38861985472154964,0.4973983694758822,0.9954353302361088
Qwen/Qwen-72B,Qwen,72.0,3.0,1296.0,0.773737575,0.651877133,0.85939056,0.824782952,0.601910952,0.704321456,0.828731413,0.37195122,alibaba,202311.0,,,,,,,,,,,,,,
Qwen/Qwen-14B,Qwen,14.0,3.0,252.0,0.677042803,0.582764505,0.839872535,0.767955801,0.494329446,0.589840788,0.791508524,0.353658537,alibaba,202309.0,,,,,,,,,,,,,,
Qwen/Qwen-7B,Qwen,7.0,2.4,100.8,0.598387921,0.513651877,0.784704242,0.72691397,0.477859305,0.449583017,0.734576728,0.317073171,alibaba,202308.0,0.5828941746,rllab,,,,0.3122995547629247,0.9977000162252352,0.3166004215866593,0.9977628916357578,0.4235044975301594,0.9973994304102168,0.5828941746190002,0.35080423320583154,0.9976207737808997
mistralai/Mistral-7B-v0.1,Mistral,7.3,,,0.641644838,0.599829352,0.833100976,0.786108919,0.421531711,0.370735406,0.781857102,0.274390244,mistral,202309.0,0.62590799,rllab,,,,0.25281449584209864,0.9941524084255556,0.2790921702876579,0.9938714454681333,0.42577386770022707,0.9933449512528599,0.62590799031477,0.3192315741605386,0.9937895758782651
mistralai/Mixtral-8x7B-v0.1,Mixtral,45.0,,,0.718783933,0.663822526,0.864568811,0.816890292,0.46805433,0.576194086,0.800190967,0.335365854,mistral,202312.0,,,,,,,,,,,,,,
01-ai/Yi-6B,Yi,6.0,3.0,108.0,0.641070914,0.555460751,0.765684127,0.741910024,0.419616075,0.121304018,0.723879126,0.158536585,01-ai,202311.0,0.6344537815,bdsrc,,,,0.2647626603620435,0.9917557791360948,0.28432784669859984,0.9920561249124455,0.37997762208696967,0.9909650009348552,0.634453781512605,0.3096925758353248,0.9915922900190868
01-ai/Yi-34B,Yi,34.0,3.0,612.0,0.763515673,0.645904437,0.856901016,0.830307814,0.562308393,0.506444276,0.795640491,0.268292683,01-ai,202311.0,,,,,,,,,,,,,,
google/gemma-7b,Gemma,7.0,6.0,252.0,0.660274573,0.610921502,0.824736108,0.784530387,0.449054884,0.527672479,0.783899856,0.335365854,google,202402.0,0.6509756445,bdsrc,,,,0.24866528972897464,0.9962232259130084,0.2824599781472725,0.9965138520367948,0.3791955532607927,0.995688708845255,0.6509756444950862,0.30344417450881295,0.9961419231421267
google/gemma-2b,Gemma,2.0,6.0,72.0,0.417731464,0.483788396,0.71768572,0.662983425,0.330844343,0.169067475,0.709318357,0.231707317,google,202402.0,0.4119071357,bdsrc,,,,0.47917753564500004,0.9958394180980175,0.48058332125304803,0.9959831702148138,0.5290846327116056,0.9954548992004119,0.4119071357356502,0.4962830479509429,0.9957591567890205
tiiuae/falcon-180B,Falcon,180.0,3.5,3780.0,0.695866104,0.691979522,0.88886676,0.868981847,0.451569509,0.459438969,0.844553352,,tiiuae,202309.0,,,,,,,,,,,,,,
tiiuae/falcon-40b,Falcon,40.0,1.0,240.0,0.569797005,0.619453925,0.852818164,0.812943962,0.417169225,0.214556482,0.784630576,,tiiuae,202309.0,,,,,,,,,,,,,,
tiiuae/falcon-7b,Falcon,7.0,1.5,63.0,0.277854702,0.478668942,0.781318462,0.723756906,0.342638255,0.046247157,0.717572363,,tiiuae,202309.0,0.2707591511,bdsrc,,,,0.5483355363879019,0.9945735069494231,0.5438030007861915,0.9946431756373055,0.584312232410259,0.9943873619294592,0.27075915111807436,0.558817669625979,0.9945346787404444
tiiuae/falcon-rw-1b,Falcon,1.0,0.35,2.1,0.252803188,0.350682594,0.635630353,0.620363062,0.35955599,0.005307051,0.535498701,,tiiuae,202307.0,0.2507477567,bdsrc,,,,0.5623751873483944,0.9893240448816354,0.557254395455925,0.9894247143321273,0.58531988714129,0.9888635912059801,0.2507477567298106,0.5683169130913023,0.9892041082659097
microsoft/phi-2,Phi,2.7,1.4,22.68,0.579202667,0.610068259,0.749153555,0.73480663,0.442368784,0.549658832,0.526666391,0.493902439,miscrosoft,202306.0,0.5694345535,bdsrc,,,,0.31129020847280564,0.9970075000566949,0.3223519706271575,0.9970530324427964,0.4483303498927483,0.996459421935137,0.5694345534824099,0.3606610253529702,0.9968399728819544
microsoft/phi-1_5,Phi,1.3,0.15,1.17,0.438864678,0.529010239,0.637920733,0.722178374,0.408899386,0.124336619,0.511112784,0.341463415,miscrosoft,202306.0,0.4246546076,bdsrc,,,,0.41598935341451104,0.9960255407030608,0.4290565298368262,0.9960224490430085,0.5453436188636461,0.9954376623129932,0.4246546076057542,0.46346654821583894,0.9958285366577223
